Date,Time,Open,High,Low,Close,Volume
2025-04-18,14:51:00,1.13845,1.13845,1.13845,1.13845,3
2025-04-18,14:59:00,1.13848,1.13886,1.13848,1.13848,58
2025-04-18,15:00:00,1.13852,1.13882,1.13852,1.13881,4
2025-04-18,15:01:00,1.13883,1.13883,1.13852,1.13881,14
2025-04-18,15:02:00,1.13879,1.1388,1.13852,1.13852,6
2025-04-18,15:03:00,1.1384,1.1384,1.1384,1.1384,16
2025-04-18,15:04:00,1.13827,1.13827,1.13827,1.13827,1
2025-04-18,15:05:00,1.13847,1.13847,1.13827,1.13827,20
2025-04-18,15:06:00,1.13843,1.13846,1.13796,1.13846,19
2025-04-18,15:07:00,1.13844,1.1385,1.1382,1.1382,25
2025-04-18,15:08:00,1.13833,1.13845,1.1381,1.1381,43
2025-04-18,15:09:00,1.13836,1.13836,1.13808,1.13816,8
2025-04-18,15:10:00,1.1384,1.1384,1.13814,1.13822,9
2025-04-18,15:11:00,1.13842,1.13842,1.13822,1.13837,99
2025-04-18,15:12:00,1.13839,1.13842,1.13811,1.1382,46
2025-04-18,15:13:00,1.1383,1.1383,1.13818,1.13825,3
2025-04-18,15:17:00,1.13821,1.13821,1.13821,1.13821,1
2025-04-18,15:18:00,1.13841,1.13882,1.13837,1.1386,60
2025-04-18,15:19:00,1.13848,1.13848,1.13847,1.13847,2
2025-04-18,15:21:00,1.13864,1.13882,1.13864,1.13882,2
2025-04-18,15:22:00,1.13812,1.13853,1.13812,1.13832,45
2025-04-18,15:23:00,1.13826,1.13854,1.13826,1.13846,68
2025-04-18,15:24:00,1.13847,1.13855,1.13824,1.1385,90
2025-04-18,15:25:00,1.13854,1.13859,1.13839,1.13856,63
2025-04-18,15:26:00,1.13858,1.13872,1.13826,1.13836,128
2025-04-18,15:27:00,1.13839,1.13851,1.13831,1.13846,48
2025-04-18,15:28:00,1.13847,1.13864,1.13846,1.13855,53
2025-04-18,15:29:00,1.1386,1.13881,1.13848,1.13873,78
2025-04-18,15:30:00,1.13871,1.13871,1.13844,1.13866,37
2025-04-18,15:31:00,1.13865,1.13874,1.13851,1.13865,66
2025-04-18,15:32:00,1.13866,1.1388,1.13866,1.1388,23
2025-04-18,15:33:00,1.13861,1.13872,1.13814,1.13836,68
2025-04-18,15:34:00,1.13873,1.13875,1.13836,1.13873,26
2025-04-18,15:35:00,1.13874,1.13877,1.13829,1.13829,31
2025-04-18,15:36:00,,,,,2
2025-04-18,15:37:00,1.1382,1.13865,1.1382,1.13828,23
2025-04-18,15:38:00,1.13835,1.13835,1.13827,1.13827,8
2025-04-18,15:41:00,1.13815,1.13815,1.13815,1.13815,2
2025-04-18,15:42:00,1.13821,1.13827,1.13816,1.13816,14
2025-04-18,15:45:00,1.13825,1.13825,1.13813,1.13813,17
2025-04-18,15:46:00,1.13815,1.13815,1.13803,1.13803,27
2025-04-18,15:47:00,1.13819,1.1382,1.13803,1.13808,8
2025-04-18,15:49:00,1.13802,1.13825,1.13802,1.13802,15
2025-04-18,15:50:00,1.13843,1.13843,1.13806,1.13806,18
2025-04-18,15:51:00,1.13801,1.13804,1.13801,1.13804,4
2025-04-18,15:52:00,1.13798,1.13805,1.13798,1.13805,7
2025-04-18,15:53:00,1.13799,1.13803,1.13799,1.13803,2
2025-04-18,15:55:00,1.13823,1.13824,1.13803,1.13803,10
2025-04-18,15:56:00,1.13798,1.138,1.13795,1.138,4
2025-04-18,15:57:00,1.13803,1.13803,1.13803,1.13803,1
2025-04-18,15:58:00,1.13848,1.13849,1.13803,1.13803,13
2025-04-18,15:59:00,1.13805,1.13845,1.13805,1.13805,4
2025-04-18,16:00:00,1.13818,1.13825,1.13818,1.13825,3
2025-04-18,16:01:00,1.13828,1.13834,1.13828,1.13834,3
2025-04-18,16:02:00,1.13838,1.13838,1.13838,1.13838,2
2025-04-18,16:03:00,1.13852,1.13852,1.13852,1.13852,2
2025-04-18,16:04:00,1.13846,1.13852,1.13846,1.13848,5
2025-04-18,16:05:00,1.13845,1.13851,1.13845,1.13851,15
2025-04-18,16:06:00,1.13855,1.13868,1.13847,1.13864,25
2025-04-18,16:07:00,1.13866,1.13869,1.13866,1.13869,2
2025-04-18,16:09:00,1.13873,1.13881,1.13873,1.13881,3
2025-04-18,16:10:00,1.13884,1.13884,1.13884,1.13884,4
2025-04-18,16:16:00,1.13879,1.13882,1.13876,1.13876,14
2025-04-18,16:17:00,1.13881,1.13881,1.13874,1.13875,20
2025-04-18,16:18:00,1.1388,1.1388,1.13873,1.13874,46
2025-04-18,16:19:00,1.13873,1.13881,1.1386,1.13881,38
2025-04-18,16:20:00,1.13884,1.13885,1.13868,1.13871,17
2025-04-18,16:21:00,1.13872,1.13877,1.1387,1.13871,22
2025-04-18,16:22:00,1.13873,1.13876,1.13868,1.13873,47
2025-04-18,16:23:00,1.13871,1.13875,1.13867,1.13871,34
2025-04-18,16:24:00,1.13873,1.13894,1.1387,1.1388,87
2025-04-18,16:25:00,1.13881,1.13881,1.13856,1.13858,102
2025-04-18,16:26:00,1.13861,1.13862,1.13851,1.13861,386
2025-04-18,16:27:00,1.13856,1.13863,1.13853,1.13857,346
2025-04-18,16:28:00,1.13856,1.13874,1.13855,1.13865,247
2025-04-18,16:29:00,1.13861,1.13876,1.1386,1.13868,190
2025-04-18,16:30:00,1.13866,1.13872,1.13863,1.13867,286
2025-04-18,16:31:00,1.13865,1.1387,1.1386,1.13867,405
2025-04-18,16:32:00,1.13864,1.13867,1.1386,1.13865,427
2025-04-18,16:33:00,1.13867,1.13867,1.13859,1.13865,300
2025-04-18,16:34:00,1.13866,1.13869,1.1386,1.13866,430
2025-04-18,16:35:00,1.13877,1.13879,1.13861,1.13863,66
2025-04-18,16:36:00,1.13862,1.13866,1.13858,1.13861,108
2025-04-18,16:37:00,1.1386,1.13864,1.13856,1.1386,330
2025-04-18,16:38:00,1.13861,1.13871,1.13856,1.13868,163
2025-04-18,16:39:00,1.13866,1.13872,1.13866,1.13869,121
2025-04-18,16:40:00,1.13872,1.13874,1.13862,1.13869,205
2025-04-18,16:41:00,1.13866,1.13875,1.13864,1.13872,183
2025-04-18,16:42:00,1.13869,1.13875,1.13867,1.13869,153
2025-04-18,16:43:00,1.13872,1.13881,1.13868,1.13873,178
2025-04-18,16:44:00,1.13875,1.13877,1.1387,1.13874,167
2025-04-18,16:45:00,1.13877,1.13877,1.13867,1.13869,244
2025-04-18,16:46:00,1.13876,1.13887,1.13872,1.13882,106
2025-04-18,16:47:00,1.13879,1.13884,1.13876,1.13881,157
2025-04-18,16:48:00,1.13878,1.13887,1.13875,1.13882,129
2025-04-18,16:49:00,1.13883,1.13901,1.13882,1.13901,148
2025-04-18,16:50:00,1.13899,1.13907,1.13887,1.13904,240
2025-04-18,16:51:00,1.13908,1.13937,1.13906,1.13932,40
2025-04-18,16:52:00,1.1393,1.13939,1.1392,1.13932,55
2025-04-18,16:53:00,1.13937,1.1394,1.13929,1.13935,53
2025-04-18,16:54:00,1.13937,1.13942,1.13932,1.1394,41
2025-04-18,16:55:00,1.13943,1.13975,1.13939,1.13966,62
2025-04-18,16:56:00,1.13967,1.1399,1.13961,1.1399,12
2025-04-18,16:57:00,1.13993,1.13994,1.13989,1.13991,14
2025-04-18,16:58:00,1.13985,1.13988,1.13981,1.13983,12
2025-04-18,16:59:00,1.1398,1.13996,1.13976,1.13984,36
2025-04-18,17:00:00,1.13975,1.13975,1.13936,1.13936,187
2025-04-18,17:01:00,1.13939,1.13948,1.13935,1.13935,176
2025-04-18,17:02:00,1.13939,1.13942,1.13934,1.13937,245
2025-04-18,17:03:00,1.13939,1.1395,1.13919,1.13948,185
2025-04-18,17:04:00,1.13946,1.13955,1.13938,1.1395,91
2025-04-18,17:05:00,1.13949,1.13952,1.13942,1.13947,125
2025-04-18,17:06:00,1.13946,1.13948,1.13928,1.13933,57
2025-04-18,17:07:00,1.1393,1.13932,1.13918,1.13921,50
2025-04-18,17:08:00,1.1392,1.13921,1.13909,1.13916,38
2025-04-18,17:09:00,1.13914,1.13919,1.13897,1.13914,66
2025-04-18,17:10:00,1.13917,1.13917,1.13911,1.13916,8
2025-04-18,17:11:00,1.13914,1.13914,1.13892,1.13895,52
2025-04-18,17:12:00,1.13893,1.13908,1.13892,1.13902,55
2025-04-18,17:13:00,1.13904,1.13906,1.13904,1.13906,8
2025-04-18,17:14:00,1.13904,1.13908,1.139,1.13905,104
2025-04-18,17:15:00,1.13903,1.1392,1.13898,1.13899,104
2025-04-18,17:16:00,1.13901,1.13908,1.13894,1.13901,134
2025-04-18,17:17:00,1.13904,1.13911,1.13898,1.13908,72
2025-04-18,17:18:00,1.13906,1.13911,1.139,1.13901,130
2025-04-18,17:19:00,1.13899,1.13902,1.13897,1.13901,125
2025-04-18,17:20:00,1.13899,1.13908,1.13897,1.13906,132
2025-04-18,17:21:00,1.13903,1.1392,1.13902,1.13918,36
2025-04-18,17:22:00,1.1392,1.13922,1.13917,1.13919,16
2025-04-18,17:23:00,1.13917,1.13926,1.13912,1.13926,60
2025-04-18,17:24:00,1.13925,1.13927,1.13908,1.13918,44
2025-04-18,17:25:00,1.13921,1.13924,1.13914,1.13921,39
2025-04-18,17:26:00,1.13924,1.13927,1.13916,1.13925,35
2025-04-18,17:27:00,1.13924,1.13927,1.13913,1.13916,40
2025-04-18,17:28:00,1.1392,1.13923,1.13907,1.13909,44
2025-04-18,17:29:00,1.13906,1.13912,1.13901,1.13906,49
2025-04-18,17:30:00,1.13904,1.13909,1.13896,1.13899,66
2025-04-18,17:31:00,1.139,1.13903,1.13896,1.13899,154
2025-04-18,17:32:00,1.13897,1.13912,1.13897,1.13909,57
2025-04-18,17:33:00,1.13912,1.13912,1.13902,1.13906,47
2025-04-18,17:34:00,1.13908,1.13911,1.13906,1.1391,33
2025-04-18,17:35:00,1.13912,1.13916,1.13906,1.13908,56
2025-04-18,17:36:00,1.13907,1.13914,1.13903,1.13913,111
2025-04-18,17:37:00,1.13916,1.13923,1.13914,1.13921,13
2025-04-18,17:38:00,1.13922,1.13926,1.13921,1.13924,38
2025-04-18,17:39:00,1.13926,1.13931,1.13924,1.13929,32
2025-04-18,17:40:00,1.1393,1.1393,1.13926,1.13926,9
2025-04-18,17:41:00,1.13924,1.13927,1.13921,1.13924,126
2025-04-18,17:42:00,1.13923,1.13947,1.1392,1.13925,159
2025-04-18,17:43:00,1.13927,1.1395,1.13919,1.13941,96
2025-04-18,17:44:00,1.13942,1.13949,1.1394,1.13941,54
2025-04-18,17:45:00,1.13939,1.13944,1.13937,1.13943,83
2025-04-18,17:46:00,1.13945,1.13947,1.1394,1.13942,85
2025-04-18,17:47:00,1.13944,1.13945,1.13935,1.13939,119
2025-04-18,17:48:00,1.1394,1.1394,1.13933,1.13936,164
2025-04-18,17:49:00,1.13935,1.13942,1.13932,1.13942,205
2025-04-18,17:50:00,1.13945,1.13945,1.13939,1.13941,21
2025-04-18,17:51:00,1.13938,1.13942,1.13932,1.13932,61
2025-04-18,17:52:00,1.1393,1.13939,1.13928,1.13937,54
2025-04-18,17:53:00,1.13935,1.13936,1.13912,1.13929,80
2025-04-18,17:54:00,1.1393,1.13936,1.13913,1.13923,117
2025-04-18,17:55:00,1.13921,1.13933,1.13921,1.13933,36
2025-04-18,17:56:00,1.13931,1.13935,1.1393,1.13935,8
2025-04-18,17:57:00,1.13934,1.13937,1.13923,1.13936,17
2025-04-18,17:58:00,1.13938,1.13938,1.13936,1.13936,2
2025-04-18,17:59:00,1.1394,1.1394,1.13936,1.1394,5
2025-04-18,18:00:00,1.13939,1.13939,1.13926,1.13928,89
2025-04-18,18:01:00,1.13929,1.1393,1.13923,1.13926,155
2025-04-18,18:02:00,1.13927,1.1393,1.13921,1.13926,160
2025-04-18,18:03:00,1.13924,1.13924,1.13908,1.13915,120
2025-04-18,18:04:00,1.13908,1.13908,1.13888,1.13894,79
2025-04-18,18:05:00,1.13892,1.13903,1.13887,1.13896,41
2025-04-18,18:06:00,1.13895,1.13898,1.1389,1.13895,20
2025-04-18,18:07:00,1.13893,1.13895,1.13888,1.13892,122
2025-04-18,18:08:00,1.13893,1.13895,1.13887,1.13888,82
2025-04-18,18:09:00,1.13887,1.13895,1.13887,1.13888,78
2025-04-18,18:10:00,1.1389,1.13895,1.13884,1.13891,120
2025-04-18,18:11:00,1.1389,1.13893,1.13886,1.1389,158
2025-04-18,18:12:00,1.13891,1.13899,1.13887,1.13896,56
2025-04-18,18:13:00,1.13897,1.13905,1.13894,1.13901,29
2025-04-18,18:14:00,1.13903,1.13907,1.13899,1.13906,31
2025-04-18,18:15:00,1.13905,1.13935,1.13903,1.13928,31
2025-04-18,18:16:00,1.13927,1.13935,1.13918,1.13935,11
2025-04-18,18:17:00,1.13941,1.13941,1.13918,1.1392,39
2025-04-18,18:18:00,1.13925,1.13929,1.13923,1.13929,25
2025-04-18,18:19:00,1.13926,1.1393,1.13922,1.13922,31
2025-04-18,18:20:00,1.13924,1.1393,1.13921,1.13924,51
2025-04-18,18:21:00,1.13927,1.1393,1.13923,1.13928,50
2025-04-18,18:22:00,1.13926,1.13929,1.1392,1.1392,65
2025-04-18,18:23:00,1.13923,1.13928,1.1392,1.13928,61
2025-04-18,18:24:00,1.13925,1.13934,1.13921,1.13934,36
2025-04-18,18:25:00,1.1393,1.13938,1.13925,1.13938,20
2025-04-18,18:26:00,1.13945,1.13953,1.13943,1.13949,5
2025-04-18,18:27:00,1.13953,1.13953,1.13937,1.13946,4
2025-04-18,18:28:00,1.13931,1.13949,1.13929,1.13943,20
2025-04-18,18:29:00,1.13953,1.13953,1.13942,1.13944,12
2025-04-18,18:30:00,1.13939,1.13953,1.13939,1.13942,51
2025-04-18,18:31:00,1.13949,1.13949,1.13931,1.13941,12
2025-04-18,18:32:00,1.13939,1.1394,1.13932,1.13939,19
2025-04-18,18:33:00,1.13934,1.1394,1.13924,1.13924,57
2025-04-18,18:34:00,1.13926,1.1393,1.13917,1.13922,124
2025-04-18,18:35:00,1.13925,1.13942,1.13918,1.1394,34
2025-04-18,18:36:00,1.13938,1.13952,1.13938,1.13948,29
2025-04-18,18:37:00,1.13951,1.13954,1.13945,1.13945,16
2025-04-18,18:38:00,1.13942,1.13947,1.13942,1.13947,6
2025-04-18,18:39:00,1.13949,1.13956,1.13945,1.13949,23
2025-04-18,18:40:00,1.13947,1.13947,1.13941,1.13941,15
2025-04-18,18:41:00,1.13943,1.13944,1.13936,1.13939,27
2025-04-18,18:42:00,1.13942,1.13942,1.13937,1.13938,17
2025-04-18,18:43:00,1.1394,1.13942,1.13936,1.1394,25
2025-04-18,18:44:00,1.13942,1.13945,1.13938,1.13939,22
2025-04-18,18:45:00,1.13938,1.13948,1.13921,1.13921,31
2025-04-18,18:46:00,1.13918,1.1392,1.13915,1.13915,11
2025-04-18,18:47:00,1.13917,1.13922,1.13914,1.13922,19
2025-04-18,18:48:00,1.13923,1.13936,1.13923,1.13934,13
2025-04-18,18:49:00,1.1393,1.13935,1.1393,1.13935,3
2025-04-18,18:50:00,1.13933,1.13938,1.13933,1.13937,9
2025-04-18,18:51:00,1.13935,1.13937,1.13935,1.13937,12
2025-04-18,18:52:00,1.13935,1.13955,1.13935,1.13951,30
2025-04-18,18:53:00,1.13954,1.13961,1.13948,1.13957,18
2025-04-18,18:54:00,1.13958,1.13958,1.13951,1.13951,16
2025-04-18,18:55:00,1.13953,1.13957,1.13951,1.13951,9
2025-04-18,18:56:00,1.13954,1.13956,1.13951,1.13951,22
2025-04-18,18:57:00,1.13953,1.1396,1.13952,1.13956,10
2025-04-18,18:58:00,1.13959,1.1396,1.13956,1.1396,3
2025-04-18,18:59:00,1.13956,1.13958,1.13952,1.13952,4
2025-04-18,19:00:00,1.1396,1.1396,1.13952,1.13955,5
2025-04-18,19:01:00,1.1396,1.1396,1.13955,1.13955,2
2025-04-18,19:02:00,1.1396,1.1396,1.13944,1.13944,3
2025-04-18,19:03:00,1.13945,1.13945,1.13942,1.13943,13
2025-04-18,19:04:00,1.13944,1.13944,1.13937,1.1394,80
2025-04-18,19:05:00,1.13939,1.13939,1.13931,1.13934,109
2025-04-18,19:06:00,1.13935,1.13941,1.13934,1.13938,44
2025-04-18,19:07:00,1.1394,1.13945,1.13938,1.13944,29
2025-04-18,19:08:00,1.13945,1.13947,1.1394,1.13945,28
2025-04-18,19:09:00,1.13946,1.13949,1.13942,1.13947,15
2025-04-18,19:10:00,1.13945,1.13947,1.13935,1.1394,76
2025-04-18,19:11:00,1.13941,1.13954,1.13939,1.13944,30
2025-04-18,19:12:00,1.13948,1.13955,1.13932,1.13944,20
2025-04-18,19:13:00,1.1395,1.13951,1.13931,1.13931,96
2025-04-18,19:14:00,1.13932,1.1395,1.13931,1.13947,70
2025-04-18,19:15:00,1.13945,1.13947,1.13935,1.13937,9
2025-04-18,19:16:00,1.13935,1.13937,1.13931,1.13931,5
2025-04-18,19:17:00,1.13926,1.13933,1.13926,1.13931,8
2025-04-18,19:18:00,1.13929,1.13936,1.13929,1.13931,29
2025-04-18,19:19:00,1.13928,1.1393,1.13926,1.13928,13
2025-04-18,19:20:00,1.13926,1.13927,1.13925,1.13926,7
2025-04-18,19:21:00,1.13927,1.13928,1.13924,1.13927,18
2025-04-18,19:22:00,1.13925,1.13931,1.13925,1.13927,27
2025-04-18,19:23:00,1.13925,1.13927,1.13924,1.13925,23
2025-04-18,19:24:00,1.13926,1.13927,1.13924,1.13926,27
2025-04-18,19:25:00,1.13925,1.13928,1.13923,1.13927,28
2025-04-18,19:26:00,1.13926,1.13935,1.13926,1.13933,24
2025-04-18,19:27:00,1.13935,1.13961,1.13935,1.13958,37
2025-04-18,19:28:00,1.13954,1.13967,1.13947,1.13949,28
2025-04-18,19:29:00,1.13947,1.13957,1.13936,1.13936,46
2025-04-18,19:30:00,1.13934,1.13937,1.13927,1.13927,9
2025-04-18,19:31:00,1.13928,1.13936,1.13925,1.13928,27
2025-04-18,19:32:00,1.13927,1.13929,1.13923,1.13927,29
2025-04-18,19:33:00,1.13928,1.13928,1.13918,1.13922,26
2025-04-18,19:34:00,1.13923,1.13929,1.13921,1.13929,24
2025-04-18,19:35:00,1.1393,1.1393,1.13925,1.13926,12
2025-04-18,19:36:00,1.13929,1.13929,1.13925,1.13928,15
2025-04-18,19:37:00,1.13925,1.1393,1.13925,1.1393,15
2025-04-18,19:38:00,1.13929,1.13929,1.13924,1.13925,14
2025-04-18,19:39:00,1.13926,1.13927,1.13919,1.13921,8
2025-04-18,19:40:00,1.13919,1.13927,1.13919,1.13925,17
2025-04-18,19:41:00,1.13922,1.13925,1.13917,1.13919,22
2025-04-18,19:42:00,1.13918,1.1393,1.13918,1.1393,18
2025-04-18,19:43:00,1.13932,1.13936,1.13931,1.13934,17
2025-04-18,19:44:00,1.13935,1.13938,1.13927,1.13938,18
2025-04-18,19:45:00,1.13936,1.13936,1.13925,1.13929,22
2025-04-18,19:46:00,1.13931,1.13936,1.13929,1.1393,22
2025-04-18,19:47:00,1.13931,1.13933,1.13929,1.13931,17
2025-04-18,19:48:00,1.13933,1.13936,1.13929,1.13936,22
2025-04-18,19:49:00,1.13929,1.13939,1.13928,1.13933,26
2025-04-18,19:50:00,1.13931,1.13934,1.13928,1.1393,43
2025-04-18,19:51:00,1.13932,1.13934,1.13928,1.13928,24
2025-04-18,19:52:00,1.1393,1.13937,1.13929,1.13937,25
2025-04-18,19:53:00,1.13935,1.13937,1.13931,1.13936,17
2025-04-18,19:54:00,1.13934,1.13941,1.13934,1.13941,11
2025-04-18,19:55:00,1.1394,1.1394,1.13934,1.13934,3
2025-04-18,19:56:00,1.13937,1.1394,1.13933,1.13933,6
2025-04-18,19:57:00,1.13931,1.13933,1.1393,1.13931,5
2025-04-18,19:58:00,1.1394,1.1394,1.13931,1.13932,12
2025-04-18,19:59:00,1.13934,1.13937,1.13934,1.13935,5
2025-04-18,20:00:00,1.13933,1.13964,1.13933,1.13948,27
2025-04-18,20:01:00,1.13949,1.1397,1.13945,1.1397,49
2025-04-18,20:02:00,1.13966,1.13967,1.13943,1.13944,30
2025-04-18,20:03:00,1.13959,1.1396,1.13946,1.1396,13
2025-04-18,20:04:00,1.13958,1.13959,1.13955,1.13959,8
2025-04-18,20:05:00,1.13962,1.13964,1.13962,1.13964,4
2025-04-18,20:06:00,1.13953,1.13957,1.13948,1.13949,17
2025-04-18,20:07:00,1.13948,1.13955,1.13945,1.13949,30
2025-04-18,20:08:00,1.13951,1.13951,1.13922,1.13931,22
2025-04-18,20:09:00,1.13934,1.13948,1.13926,1.13944,45
2025-04-18,20:10:00,1.13943,1.13952,1.13943,1.1395,5
2025-04-18,20:11:00,1.13948,1.13952,1.13948,1.1395,8
2025-04-18,20:12:00,1.13947,1.1395,1.13947,1.1395,2
2025-04-18,20:13:00,1.13958,1.13958,1.1395,1.1395,3
2025-04-18,20:14:00,1.13958,1.13958,1.13951,1.13951,2
2025-04-18,20:15:00,1.13954,1.13958,1.13951,1.13958,3
2025-04-18,20:16:00,1.13951,1.13967,1.13951,1.13955,28
2025-04-18,20:17:00,1.13953,1.13958,1.13951,1.13953,5
2025-04-18,20:18:00,1.13958,1.13958,1.13953,1.13953,4
2025-04-18,20:19:00,1.13951,1.13954,1.13951,1.13954,4
2025-04-18,20:20:00,1.13957,1.13957,1.13954,1.13954,2
2025-04-18,20:21:00,1.13959,1.13959,1.13957,1.13957,2
2025-04-18,20:22:00,1.13962,1.13962,1.13955,1.13957,26
2025-04-18,20:23:00,1.13956,1.13958,1.13943,1.13944,44
2025-04-18,20:24:00,1.13959,1.13959,1.13942,1.13948,17
2025-04-18,20:25:00,1.13946,1.13963,1.13946,1.13946,16
2025-04-18,20:26:00,1.13949,1.13953,1.13947,1.1395,15
2025-04-18,20:27:00,1.13951,1.13952,1.13949,1.13952,18
2025-04-18,20:28:00,1.1395,1.13966,1.1395,1.13951,13
2025-04-18,20:29:00,1.13953,1.13953,1.1395,1.13951,40
2025-04-18,20:30:00,1.1395,1.13953,1.13946,1.1395,30
2025-04-18,20:31:00,1.13949,1.13952,1.13948,1.13952,19
2025-04-18,20:32:00,1.1395,1.1395,1.13946,1.13946,19
2025-04-18,20:33:00,1.13948,1.13953,1.13944,1.13953,40
2025-04-18,20:34:00,1.1395,1.13966,1.1395,1.13966,8
2025-04-18,20:35:00,1.13953,1.13963,1.13951,1.13957,11
2025-04-18,20:36:00,1.13955,1.13958,1.13955,1.13958,7
2025-04-18,20:37:00,1.13962,1.13962,1.13952,1.1396,14
2025-04-18,20:38:00,1.13964,1.13964,1.1395,1.13952,21
2025-04-18,20:39:00,1.13954,1.13956,1.13951,1.13953,19
2025-04-18,20:40:00,1.13951,1.13959,1.1395,1.13956,24
2025-04-18,20:41:00,1.13959,1.13959,1.13952,1.13958,12
2025-04-18,20:42:00,1.13955,1.1396,1.13955,1.1396,11
2025-04-18,20:43:00,1.13957,1.13957,1.13954,1.13955,8
2025-04-18,20:44:00,1.13952,1.13954,1.1395,1.1395,29
2025-04-18,20:45:00,1.13952,1.13955,1.1395,1.13952,10
2025-04-18,20:46:00,1.13953,1.13956,1.13947,1.13956,29
2025-04-18,20:47:00,1.13953,1.13966,1.13953,1.13966,13
2025-04-18,20:48:00,1.13963,1.13964,1.13957,1.13958,13
2025-04-18,20:49:00,1.13961,1.13961,1.13955,1.13958,8
2025-04-18,20:50:00,1.13955,1.13962,1.13955,1.13959,14
2025-04-18,20:51:00,1.13957,1.13957,1.13953,1.13956,13
2025-04-18,20:52:00,1.13953,1.13956,1.13948,1.13952,19
2025-04-18,20:53:00,1.1395,1.13953,1.13944,1.13944,67
2025-04-18,20:54:00,1.13945,1.1395,1.1394,1.1394,29
2025-04-18,20:55:00,1.13937,1.13942,1.13931,1.1394,72
2025-04-18,20:56:00,1.13942,1.13948,1.13942,1.13945,10
2025-04-18,20:57:00,1.13946,1.13951,1.13942,1.13948,6
2025-04-18,20:58:00,1.13949,1.1395,1.13949,1.1395,4
2025-04-18,20:59:00,1.13949,1.13957,1.13949,1.13957,8
2025-04-18,21:00:00,1.13954,1.13956,1.13954,1.13956,3
2025-04-18,21:01:00,1.13955,1.13955,1.13953,1.13953,3
2025-04-18,21:02:00,1.13957,1.13967,1.13956,1.13956,12
2025-04-18,21:03:00,1.13955,1.13955,1.13955,1.13955,9
2025-04-18,21:04:00,1.13956,1.13964,1.13955,1.13964,6
2025-04-18,21:05:00,1.13966,1.13966,1.13966,1.13966,3
2025-04-18,21:06:00,,,,,2
2025-04-18,21:07:00,,,,,2
2025-04-18,21:08:00,,,,,1
2025-04-18,21:09:00,1.13964,1.13966,1.13964,1.13966,2
2025-04-18,21:10:00,1.13965,1.13966,1.13965,1.13966,2
2025-04-18,21:11:00,1.13965,1.13965,1.13962,1.13962,4
2025-04-18,21:12:00,1.1396,1.13962,1.1396,1.13962,2
2025-04-18,21:13:00,1.1396,1.13962,1.1396,1.13962,2
2025-04-18,21:14:00,1.1396,1.13962,1.1396,1.13962,2
2025-04-18,21:15:00,1.1396,1.13963,1.1396,1.13963,2
2025-04-18,21:16:00,1.1396,1.13963,1.1396,1.1396,3
2025-04-18,21:17:00,1.13963,1.13963,1.1396,1.1396,2
2025-04-18,21:18:00,1.13963,1.13963,1.13963,1.13963,1
2025-04-18,21:19:00,1.1396,1.13963,1.1396,1.1396,3
2025-04-18,21:20:00,1.13963,1.13963,1.13963,1.13963,2
2025-04-18,21:21:00,1.1396,1.13963,1.1396,1.13963,3
2025-04-18,21:22:00,1.1396,1.13965,1.1396,1.13965,5
2025-04-18,21:23:00,1.13964,1.13964,1.13963,1.13963,5
2025-04-18,21:24:00,1.13964,1.13964,1.13963,1.13963,2
2025-04-18,21:25:00,1.13964,1.13964,1.13964,1.13964,3
2025-04-18,21:26:00,1.13963,1.13964,1.13963,1.13964,2
2025-04-18,21:27:00,1.13963,1.13965,1.13951,1.13963,9
2025-04-18,21:28:00,1.13965,1.13966,1.13963,1.13963,6
2025-04-18,21:29:00,1.13966,1.13966,1.13963,1.13963,4
2025-04-18,21:30:00,1.13965,1.13965,1.13962,1.13962,4
2025-04-18,21:31:00,1.13963,1.13964,1.13962,1.13963,4
2025-04-18,21:32:00,1.13962,1.13964,1.13962,1.13964,4
2025-04-18,21:33:00,1.13966,1.13975,1.13966,1.13973,8
2025-04-18,21:34:00,1.13972,1.13972,1.13967,1.13968,5
2025-04-18,21:35:00,1.13969,1.13969,1.13967,1.13967,3
2025-04-18,21:36:00,1.13969,1.13969,1.13968,1.13968,3
2025-04-18,21:37:00,1.13967,1.13969,1.13967,1.13969,3
2025-04-18,21:38:00,1.13968,1.13971,1.13958,1.13959,17
2025-04-18,21:39:00,1.13972,1.13972,1.13953,1.13959,23
2025-04-18,21:40:00,1.1396,1.13961,1.13958,1.1396,13
2025-04-18,21:41:00,1.13966,1.13966,1.13951,1.13951,5
2025-04-18,21:42:00,1.13948,1.13966,1.13948,1.13964,15
2025-04-18,21:43:00,1.13966,1.13966,1.13966,1.13966,2
2025-04-18,21:44:00,1.13964,1.13966,1.13964,1.13964,3
2025-04-18,21:45:00,1.13966,1.13966,1.13964,1.13964,2
2025-04-18,21:46:00,1.13965,1.13965,1.13958,1.13958,3
